POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
1B,36,Javier Reyes,,Houston,MLB,MLB,12/23/2022,32,DOM,6' 1',195 lbs,Right,Right,4.0 Stars,4.0 Stars,60,59,55,60,79,60,67,79,61,81,91,81,57,56,53,56,75,55,16,5,Line Drive,Normal,Normal,1,7,1,10,6,1,7,1,10,6,1,7,1,10,6,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,1,1,4,48,55,40,39,42,26,31,37,31,51,70,663,577,.246,.342,.390,80.8,.323,.732,.299,-0.81,84,2.1,9.7,-2.0,-1.1,-3.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,27,Monte Santiago,,Texas,MLB,MLB,10/20/2027,27,USA,6' 2',200 lbs,Left,Left,4.0 Stars,4.0 Stars,56,75,50,63,50,44,57,45,44,46,40,35,83,62,52,74,56,47,67,8,Line Drive,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,85-87,85-87,3/4,GB'er,1,1,9,11,6,23,21,29,4,74,61,54,59,72,80,80,631,574,.249,.317,.437,85.4,.326,.754,.308,1.40,81,3.5,9.6,4.1,-0.8,3.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,17,Matt Burlison,,Milwaukee,MLB,MLB,09/08/2026,29,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,59,61,54,46,58,56,73,81,61,58,85,79,58,54,51,43,52,50,24,7,Line Drive,Pull,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,87-89,3/4,GB'er,1,13,1,1,5,57,67,97,30,58,51,71,72,55,67,92,635,569,.274,.346,.476,97.1,.353,.823,.317,2.20,95,6.1,24.5,3.3,2.1,5.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,10,Tony Forke,,Pittsburgh,MLB,MLB,10/14/2021,33,USA,6' 2',195 lbs,Right,Right,4.0 Stars,4.0 Stars,52,47,53,63,86,60,51,64,59,88,100,84,46,49,51,58,81,55,46,34,Line Drive,Pull,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,89-91,SIDE,Normal,1,3,1,1,2,49,70,28,51,21,25,36,45,48,59,69,648,542,.260,.372,.395,85.7,.338,.767,.318,-0.08,90,3.8,17.4,-0.9,1.6,0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,15,Emilio Garza,,Minnesota,MLB,MLB,12/11/2028,26,DOM,6' 1',200 lbs,Right,Right,4.0 Stars,5.0 Stars,59,58,66,56,50,57,66,76,79,74,62,78,56,55,62,51,47,53,43,3,Line Drive,Pull,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,90-92,3/4,Normal,1,1,1,4,4,63,66,68,65,26,28,40,71,56,33,63,608,535,.237,.317,.402,70.6,.311,.719,.278,-0.89,71,3.3,3.7,-0.4,3.6,3.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,4,Eddie Inglis,,Chicago,MLB,MLB,07/22/2026,29,USA,6' 1',200 lbs,Right,Right,4.0 Stars,4.0 Stars,63,54,54,61,82,75,59,83,59,80,94,100,52,59,52,56,79,67,48,8,Normal,Pull,Normal,1,1,1,17,1,1,1,1,17,1,1,1,1,17,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,SIDE,Normal,1,4,34,48,40,51,56,79,33,35,29,53,38,25,26,43,583,488,.262,.377,.424,80.4,.344,.802,.295,2.30,84,3.9,18.0,-2.4,-0.7,-3.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,28,Ricky Macias,,San Diego,MLB,MLB,05/01/2031,24,DOM,6' 0',185 lbs,Right,Right,4.0 Stars,4.0 Stars,77,61,93,37,49,86,74,93,100,44,55,100,59,72,88,35,48,81,70,70,Line Drive,Normal,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,5,5,12,7,28,17,48,13,67,41,55,74,66,73,87,644,597,.275,.323,.481,94.7,.342,.804,.290,1.31,91,5.0,20.8,5.2,1.8,7.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,10,Shigegeki Umemoto,,Miami,MLB,MLB,12/24/2030,24,JPN,6' 2',200 lbs,Right,Right,4.0 Stars,5.0 Stars,66,72,63,51,75,57,90,86,80,75,93,68,66,61,60,47,69,54,68,1,Line Drive,Spray,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,SIDE,Normal,1,2,5,6,9,61,29,76,59,45,20,60,71,47,61,63,587,524,.256,.329,.456,81.8,.337,.785,.288,2.93,81,4.1,14.0,1.9,-0.6,1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,39,Evaristo Fresi,,Toronto,MLB,MLB,04/29/2029,26,VEN,6' 2',155 lbs,Right,Right,3.5 Stars,4.0 Stars,78,79,57,54,61,66,94,100,65,73,73,94,74,69,55,50,59,59,43,4,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,OTT,Normal,1,4,1,1,1,28,7,44,10,55,44,45,65,28,12,29,630,564,.270,.338,.399,74.1,.320,.737,.312,-0.94,78,1.3,8.2,0.0,-1.4,-1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,33,Manny Guerrero,,San Diego,MLB,MLB,06/03/2022,33,PUR,6' 6',200 lbs,Right,Right,3.5 Stars,3.5 Stars,69,59,55,49,57,78,66,91,61,60,64,100,57,63,53,47,55,69,60,8,Line Drive,Spray,Normal,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,5,3,4,1,22,15,35,10,50,45,62,68,61,74,89,693,620,.282,.354,.465,108.8,.353,.818,.309,2.14,104,4.6,28.7,7.7,-0.2,7.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,21,Melvin Lopez,,Los Angeles,MLB,MLB,12/16/2026,28,DOM,6' 2',200 lbs,Right,Right,3.5 Stars,4.0 Stars,55,51,81,66,55,59,58,73,97,99,58,86,49,50,76,59,54,53,57,8,Line Drive,Spray,Normal,1,11,1,11,11,1,11,1,11,11,1,11,1,11,11,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,3,9,7,9,10,10,41,6,59,44,52,94,53,79,57,633,573,.239,.306,.496,92.6,.337,.802,.258,1.84,87,3.4,15.8,6.8,1.9,8.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,31,Juan Soto,,Minnesota,MLB,MLB,04/03/2033,22,MEX,6' 3',200 lbs,Right,Right,3.5 Stars,5.0 Stars,52,47,51,65,47,60,51,65,57,91,50,84,46,49,50,59,46,55,27,5,Groundball,Ex. Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,3/4,Normal,1,4,74,74,57,19,24,48,20,45,40,52,1,2,3,3,457,423,.232,.280,.381,44.7,.284,.661,.265,-1.22,43,1.9,-7.3,-0.4,-1.0,-1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,43,Orlando Espino,,Chicago,MLB,MLB,07/09/2029,26,COL,6' 4',200 lbs,Right,Right,3.5 Stars,3.5 Stars,53,65,50,54,45,45,78,67,57,74,55,55,61,50,49,49,42,43,27,2,Line Drive,Spray,Spray,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,5,5,1,4,26,22,20,16,82,79,32,86,66,70,90,629,565,.280,.337,.517,103.5,.360,.854,.327,5.62,98,6.8,24.8,3.1,-0.4,2.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,13,Robert Santos,,San Francisco,MLB,MLB,01/21/2025,30,USA,6' 5',205 lbs,Left,Left,3.5 Stars,3.5 Stars,47,57,73,67,76,40,47,39,55,46,48,30,60,50,81,80,90,43,43,15,Line Drive,Normal,Normal,1,4,1,1,7,1,4,1,1,7,1,4,1,1,7,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,87-89,3/4,GB'er,1,6,1,1,2,20,19,34,3,60,51,67,55,57,63,72,559,501,.269,.335,.499,86.7,.352,.834,.313,3.03,83,4.7,23.6,1.5,1.9,3.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,41,Sergio Alvarado,,Los Angeles,MLB,MLB,03/16/2028,27,DOM,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,60,52,60,60,38,71,59,85,73,87,41,100,50,55,58,54,37,61,25,10,Line Drive,Spray,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,3/4,Normal,1,3,1,2,2,49,45,76,67,11,25,42,74,50,42,74,612,559,.281,.332,.512,95.5,.356,.843,.298,3.25,94,4.8,24.6,1.1,-0.2,1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,45,Rodrige Golfin,,Houston,MLB,MLB,10/28/2026,28,BRA,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,74,62,50,47,73,79,72,95,55,56,100,100,59,66,49,44,64,70,29,6,Groundball,Spray,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,6,2,3,1,18,15,20,7,51,53,57,41,48,68,89,670,581,.246,.342,.380,80.0,.320,.722,.272,2.18,83,1.9,8.0,-0.5,2.0,1.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,58,David Gonzalez,,New York,MLB,MLB,04/01/2030,25,DOM,5' 11',185 lbs,Right,Right,3.5 Stars,4.0 Stars,77,69,62,47,56,77,86,100,77,62,66,100,62,65,59,44,53,63,60,52,Line Drive,Pull,Normal,1,3,1,9,1,1,3,1,9,1,1,3,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,SIDE,Normal,1,9,1,2,1,48,52,52,83,45,46,31,78,44,50,29,633,551,.243,.327,.408,79.0,.320,.735,.258,0.62,78,1.8,5.8,1.4,-1.1,0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,27,Marcos Lago,,Chicago,MLB,MLB,06/03/2030,25,DOM,6' 2',190 lbs,Switch,Right,3.5 Stars,3.5 Stars,50,47,45,51,44,53,41,40,39,39,34,40,50,54,46,57,47,60,21,4,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,5,84,69,73,21,23,49,20,41,40,48,7,20,28,38,493,442,.278,.341,.450,69.0,.338,.791,.304,0.23,68,3.7,10.7,-1.5,-2.2,-3.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,37,Mike Lundholm,,San Diego,MLB,MLB,10/20/2027,27,USA,6' 4',205 lbs,Left,Left,3.5 Stars,3.5 Stars,47,49,68,66,48,46,43,39,60,53,38,37,51,50,72,73,51,50,48,44,Normal,Pull,Spray,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,6,3,1,3,58,44,72,6,76,57,58,71,52,70,76,595,516,.258,.346,.547,102.2,.368,.893,.270,2.00,97,6.0,31.9,0.8,2.2,3.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,22,Luis Montelongo,,New York,MLB,MLB,12/14/2030,24,VEN,6' 2',200 lbs,Right,Right,3.5 Stars,4.0 Stars,65,63,61,62,50,62,75,87,73,87,63,88,60,59,59,56,47,56,27,2,Line Drive,Spray,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,86-88,86-88,3/4,Normal,1,1,4,3,1,42,37,43,42,55,54,60,35,17,21,37,491,448,.266,.328,.415,60.2,.319,.743,.301,0.01,60,1.6,4.3,-0.9,1.0,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,Eric Palka,,Milwaukee,MLB,MLB,10/02/2019,35,USA,6' 1',200 lbs,Right,Right,3.5 Stars,3.5 Stars,57,51,60,52,88,63,56,71,67,65,100,86,50,53,58,49,79,58,66,4,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,5,1,4,4,6,6,24,6,56,57,61,71,43,61,67,622,541,.257,.350,.442,90.0,.343,.792,.282,2.31,88,3.3,19.0,1.8,1.5,3.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,1,Danny Perez,,Miami,MLB,MLB,08/22/2029,26,USA,6' 2',200 lbs,Right,Right,3.5 Stars,4.5 Stars,60,71,57,53,72,50,88,86,67,79,88,70,66,55,53,48,66,46,63,1,Normal,Spray,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,88-90,88-90,SIDE,GB'er,1,1,2,4,1,67,50,62,48,41,30,48,60,15,9,46,602,524,.237,.332,.359,67.0,.306,.691,.302,1.55,68,3.2,-0.7,-1.3,0.3,-1.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,49,Brent Prince,,Toronto,MLB,MLB,11/03/2026,28,USA,6' 3',200 lbs,Switch,Right,3.5 Stars,4.0 Stars,58,48,52,57,86,73,52,75,58,77,100,100,47,53,51,52,75,63,60,3,Line Drive,Pull,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,84-86,84-86,SIDE,Normal,1,2,1,3,1,32,36,68,21,32,31,44,24,8,14,52,505,425,.320,.422,.496,93.3,.395,.918,.347,2.87,93,4.2,36.7,-2.6,-6.1,-8.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,41,John Smith,,Cleveland,MLB,MLB,01/16/2030,25,USA,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,53,55,52,62,86,52,61,66,58,89,93,67,53,50,50,57,83,48,20,1,Line Drive,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,88-90,90-92,3/4,Normal,1,1,4,2,2,42,51,77,37,24,22,50,35,7,9,2,617,524,.254,.352,.458,90.7,.348,.810,.279,3.38,90,3.8,19.9,-0.8,-1.5,-2.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,18,Andres Soto,,Colorado,MLB,MLB,06/04/2032,23,VEN,6' 1',190 lbs,Right,Right,3.5 Stars,3.5 Stars,64,60,57,61,45,65,68,83,62,80,48,87,58,60,55,57,44,60,20,11,Normal,Pull,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,3/4,Normal,1,5,4,4,1,70,34,66,27,35,34,50,38,11,2,1,617,550,.280,.353,.464,85.3,.351,.817,.313,1.26,92,3.6,13.4,-0.8,-4.2,-5.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,23,Lorenzo Uribe,,Jacksonville,MLB,MLB,02/05/2028,27,MEX,6' 3',200 lbs,Left,Right,3.5 Stars,3.5 Stars,58,54,42,50,63,62,41,39,32,32,38,37,60,72,44,58,81,80,44,6,Groundball,Normal,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,5,1,1,1,32,33,28,29,24,19,16,20,32,44,49,480,428,.308,.377,.528,82.9,.385,.905,.314,2.93,84,4.0,37.1,-1.2,-2.0,-3.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,19,Jake Ayala,,New York,MLB,MLB,01/13/2026,29,USA,5' 10',205 lbs,Right,Right,3.5 Stars,3.5 Stars,55,51,66,62,51,59,58,72,79,90,67,84,50,51,62,56,48,54,26,2,Line Drive,Normal,Normal,1,4,1,10,2,1,4,1,10,2,1,4,1,10,2,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,86-88,86-88,3/4,GB'er,1,9,1,1,3,30,48,64,30,19,31,44,27,35,42,58,488,442,.281,.340,.523,76.8,.366,.863,.295,2.38,78,3.4,22.7,-1.3,-0.3,-1.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,27,Tyler Kaiser,,Atlanta,MLB,MLB,05/07/2027,28,USA,6' 1',200 lbs,Right,Right,3.5 Stars,3.5 Stars,59,57,65,50,47,59,62,65,74,58,53,64,56,57,62,48,46,57,90,76,Line Drive,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,3,1,2,8,6,18,1,71,53,50,81,68,79,87,636,577,.251,.318,.402,82.4,.311,.720,.280,4.38,74,3.1,3.2,7.0,-0.6,6.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,26,Enrique Marin,,San Diego,MLB,MLB,11/22/2027,27,DOM,5' 11',190 lbs,Right,Right,3.5 Stars,3.5 Stars,60,47,53,64,44,82,54,78,63,100,58,100,45,56,51,55,40,74,32,5,Normal,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,2,2,1,1,35,74,36,58,36,29,37,46,48,63,84,587,537,.279,.320,.464,79.0,.331,.784,.286,0.88,78,2.7,14.0,0.5,1.5,2.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,25,Pete Matthiesen,,Kansas City,MLB,MLB,02/02/2028,27,USA,6' 0',190 lbs,Switch,Right,3.5 Stars,4.0 Stars,73,61,59,47,59,79,72,87,67,57,83,93,59,67,57,44,55,74,60,6,Line Drive,Spray,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,4,1,2,1,13,8,26,5,45,52,57,42,38,55,53,575,493,.266,.355,.402,76.4,.328,.756,.289,1.62,75,0.4,9.7,-0.5,-0.7,-1.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,33,Jules Monti,,Detroit,MLB,MLB,08/25/2029,26,VEN,6' 5',200 lbs,Left,Right,3.5 Stars,3.5 Stars,86,76,41,36,45,84,51,53,34,22,30,55,87,97,44,39,49,95,48,3,Line Drive,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,3/4,Normal,1,5,3,1,2,65,59,76,54,45,45,56,48,40,49,38,577,519,.283,.348,.372,67.5,.314,.720,.312,-0.59,69,2.9,5.1,-1.6,-0.7,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,30,Dave Pons,,Miami,MLB,MLB,09/03/2030,25,VEN,6' 2',200 lbs,Left,Left,3.5 Stars,3.5 Stars,50,52,74,72,46,49,46,43,65,51,43,41,54,53,77,81,46,52,36,8,Flyball,Normal,Spray,1,1,1,16,1,1,1,1,16,1,1,1,1,16,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,83-85,83-85,3/4,Normal,1,7,11,11,6,51,39,14,4,79,51,38,73,60,73,78,196,180,.206,.265,.400,20.7,.287,.665,.230,-0.33,19,0.8,-3.3,1.2,0.2,1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,17,Jamie Rable,,Toronto,MLB,MLB,07/18/2029,26,USA,6' 0',185 lbs,Left,Left,3.5 Stars,3.5 Stars,70,56,47,46,37,84,49,56,43,39,34,67,59,77,49,49,38,91,47,8,Line Drive,Normal,Pull,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,85-87,85-87,SIDE,GB'er,1,1,1,4,4,34,28,50,3,72,46,82,44,44,44,82,627,568,.275,.338,.452,88.5,.341,.791,.291,1.05,88,4.5,18.6,-0.5,0.9,0.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,26,Carlos Rivas,,Washington,MLB,MLB,12/31/2028,26,DOM,6' 0',200 lbs,Left,Left,3.5 Stars,3.5 Stars,53,53,48,60,56,55,43,40,41,41,45,39,57,61,51,72,60,63,29,2,Normal,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,4,4,5,7,11,16,12,5,42,45,37,84,56,74,74,539,476,.290,.364,.481,94.9,.359,.845,.296,2.75,84,3.5,23.5,7.1,2.3,9.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,26,Octavio Vasquez,,San Antonio,MLB,MLB,04/10/2030,25,DOM,6' 1',190 lbs,Right,Right,3.5 Stars,3.5 Stars,61,52,49,54,44,74,58,80,53,66,50,100,51,58,48,50,42,66,47,3,Normal,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,7,5,7,13,13,11,27,19,71,55,30,58,40,42,55,596,540,.283,.337,.463,81.4,.341,.800,.305,2.45,84,3.7,19.4,-1.6,-1.4,-3.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,63,Kyle Whisnant,,St. Louis,MLB,MLB,03/04/2026,29,USA,6' 5',200 lbs,Switch,Right,3.5 Stars,3.5 Stars,59,62,81,59,46,54,79,76,90,93,61,63,59,56,79,52,43,52,42,7,Line Drive,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,89-91,3/4,GB'er,1,6,4,12,12,57,53,46,65,14,20,17,74,43,41,11,610,556,.261,.323,.459,83.9,.334,.782,.281,-0.36,83,1.7,14.6,-2.0,-3.7,-5.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,5,Arturo Alvarez,,Indianapolis,MLB,MLB,11/04/2027,27,DOM,6' 0',195 lbs,Right,Right,3.5 Stars,3.5 Stars,50,52,69,65,46,48,59,56,84,79,48,52,50,48,65,61,46,46,31,4,Line Drive,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,SIDE,Normal,1,1,1,1,1,48,48,61,38,35,31,37,82,70,80,100,616,563,.227,.294,.435,72.8,.315,.729,.270,0.06,74,2.7,11.0,1.3,-0.7,0.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,34,Spagorl Bauer,,Chicago,MLB,MLB,06/25/2032,23,GER,6' 4',195 lbs,Switch,Right,3.5 Stars,5.0 Stars,48,49,87,78,65,48,54,56,93,100,70,58,48,46,85,69,62,45,38,9,Line Drive,Ex. Pull,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,83-85,83-85,3/4,Normal,1,7,3,4,4,54,50,46,47,39,45,39,73,53,60,71,640,559,.240,.327,.436,83.0,.329,.763,.275,2.11,84,2.3,12.0,-1.2,0.4,-0.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,67,Melvin Becerra,,New York,MLB,MLB,09/16/2028,27,VEN,6' 2',205 lbs,Right,Right,3.5 Stars,3.5 Stars,69,61,60,51,65,73,73,94,70,66,95,100,58,61,57,47,58,62,56,6,Line Drive,Spray,Spray,1,9,1,7,10,1,9,1,7,10,1,9,1,7,10,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,SIDE,Normal,1,1,2,1,1,18,25,12,27,3,4,1,19,29,36,33,533,463,.251,.341,.393,62.3,.320,.735,.273,-0.55,66,1.0,9.2,-0.9,-3.0,-3.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,34,Jorge Chavez,,Kansas City,MLB,MLB,11/30/2026,28,DOM,6' 1',190 lbs,Switch,Right,3.5 Stars,3.5 Stars,78,75,70,35,49,70,59,54,57,27,44,49,81,87,76,37,51,80,51,1,Line Drive,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,3,2,66,28,64,65,14,35,47,34,17,5,4,608,544,.268,.337,.392,73.6,.317,.729,.312,1.44,74,3.4,3.8,0.0,-1.7,-1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,15,Evaristo Garlaschelli,,Seattle,MLB,MLB,02/08/2027,28,VEN,6' 3',200 lbs,Right,Right,3.5 Stars,4.0 Stars,53,52,57,53,64,55,57,63,62,67,88,71,50,50,55,50,59,51,17,7,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,1,1,1,4,50,68,29,32,32,24,11,47,37,47,56,564,485,.229,.328,.412,66.7,.321,.740,.260,-0.57,70,2.8,10.3,-0.6,2.6,2.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
