POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,CON,BABIP,GAP,POW,EYE,K's,BA vL,CON vL,GAP vL,POW vL,EYE vL,K vL,BA vR,CON vR,GAP vR,POW vR,EYE vR,K vR,BUN,BFH,BBT,GBT,FBT,STU,MOV,CON,PBABIP,HRR,STU vL,MOV vL,CON vL,PBABIP vL,HRR vL,STU vR,MOV vR,CON vR,PBABIP vR,HRR vR,FB,CH,CB,SL,SI,SP,CT,FO,CC,SC,KC,KN,PIT,G/F,VELO,VT,Slot,PT,STM,HLD,C ABI,C FRM,C ARM,IF RNG,IF ERR,IF ARM,TDP,OF RNG,OF ERR,OF ARM,SPE,SR,STE,RUN,PA,AB,AVG,OBP,SLG,RC,wOBA,OPS,BABIP,WPA,wRC,WAR,BatR,wSB,UBR,BsR,SV,BS,IP,ER,ERA,FIP,WPA,WAR,rWAR,SIERA
C,5,Jacques Minelli,,Philadelphia,MLB,MLB,07/05/2031,23,VEN,6' 6',200 lbs,Switch,Right,4.0 Stars,4.0 Stars,58,57,49,58,45,58,49,47,44,46,38,46,59,62,50,63,47,64,93,5,Normal,Normal,Spray,1,4,1,8,2,1,4,1,8,2,1,4,1,8,2,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,1,64,32,28,16,7,50,13,39,21,49,1,5,5,24,227,197,.244,.330,.406,28.2,.312,.736,.261,0.48,27,0.6,0.1,-0.0,-0.6,-0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,37,Chris Swedlow,,Tampa Bay,MLB,MLB,07/14/2029,25,USA,6' 2',200 lbs,Right,Right,4.0 Stars,4.0 Stars,70,56,62,52,40,84,62,86,74,69,37,100,53,65,59,49,41,80,43,1,Line Drive,Normal,Normal,1,2,1,10,1,1,2,1,10,1,1,2,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,17,61,62,60,24,13,52,5,41,37,51,55,31,41,17,547,515,.252,.287,.423,61.1,.301,.710,.262,-0.25,61,2.3,0.2,-1.7,-1.8,-3.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,46,Victor Blanco,,Los Angeles,MLB,MLB,11/05/2024,29,VEN,6' 0',200 lbs,Left,Right,3.5 Stars,3.5 Stars,51,60,48,58,51,45,51,44,43,45,45,38,64,56,49,63,53,48,51,48,Groundball,Spray,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,SIDE,Normal,1,1,6,13,5,22,15,9,6,77,33,52,74,67,72,100,637,548,.266,.364,.451,100.7,.352,.815,.318,1.68,97,5.2,21.7,5.3,1.2,6.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,32,Alex Briceno,,Indianapolis,MLB,MLB,09/26/2017,36,DOM,6' 6',200 lbs,Right,Right,3.5 Stars,3.5 Stars,54,49,75,61,64,61,53,66,87,82,75,83,48,51,70,56,62,56,30,1,Line Drive,Spray,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,OTT,Normal,1,6,4,1,3,42,38,70,45,27,16,45,49,49,72,89,654,564,.222,.318,.390,74.7,.308,.708,.241,0.56,76,2.4,6.0,1.7,1.9,3.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,21,Melvin Lopez,,Los Angeles,MLB,MLB,12/16/2026,27,DOM,6' 2',195 lbs,Right,Right,3.5 Stars,3.5 Stars,56,52,80,71,56,59,59,75,96,100,59,87,50,51,75,61,55,53,58,6,Line Drive,Spray,Normal,1,11,1,11,11,1,11,1,11,11,1,11,1,11,11,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,3,9,7,9,10,10,43,6,59,44,51,94,53,79,53,626,569,.272,.329,.533,102.9,.360,.862,.265,0.70,100,3.5,25.5,4.6,0.3,4.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,12,Jose Ranos,,San Francisco,MLB,MLB,05/24/2028,26,DOM,6' 6',205 lbs,Right,Right,3.5 Stars,5.0 Stars,51,59,50,60,67,45,66,59,55,79,89,52,57,49,49,56,61,44,66,7,Line Drive,Normal,Spray,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,89-91,3/4,GB'er,1,6,36,60,64,19,2,65,10,27,28,46,8,14,18,43,503,437,.240,.334,.371,53.0,.309,.705,.299,-1.85,59,2.4,2.4,-0.9,-0.8,-1.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,49,Gilberto Bonilla,,Detroit,MLB,MLB,03/07/2023,31,DOM,6' 2',200 lbs,Left,Left,3.5 Stars,3.5 Stars,45,49,62,95,58,42,41,36,48,50,40,29,52,48,70,100,68,45,39,6,Line Drive,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,3/4,Normal,1,1,11,11,6,53,38,52,5,44,58,73,21,11,2,12,591,518,.224,.315,.477,79.6,.333,.792,.249,2.97,81,2.6,12.6,-1.6,0.2,-1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,39,Evaristo Fresi,,Toronto,MLB,MLB,04/29/2029,25,VEN,6' 2',200 lbs,Right,Right,3.5 Stars,4.0 Stars,81,85,63,50,63,65,100,100,76,65,77,94,80,72,60,47,61,59,41,6,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,OTT,Normal,1,4,2,1,1,28,7,44,10,55,44,45,53,28,14,27,619,548,.259,.338,.411,77.2,.325,.748,.309,1.03,81,1.3,8.3,-0.9,-1.3,-2.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,45,Rodrige Golfin,,Houston,MLB,MLB,10/28/2026,27,BRA,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,70,60,50,48,74,77,69,92,56,57,100,100,58,63,49,45,65,67,31,8,Groundball,Spray,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,91-93,3/4,Normal,1,6,2,3,1,19,17,22,8,51,52,57,40,49,67,84,663,589,.280,.357,.455,98.8,.352,.812,.310,1.46,101,3.3,23.1,-0.4,2.4,2.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,28,Ricky Macias,,San Diego,MLB,MLB,05/01/2031,23,DOM,6' 0',180 lbs,Right,Right,3.5 Stars,3.5 Stars,77,61,94,40,50,87,73,93,100,46,56,100,58,72,88,37,48,82,68,70,Line Drive,Normal,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,5,5,12,7,28,17,48,13,67,41,55,75,66,72,82,569,513,.290,.351,.431,86.9,.336,.782,.329,2.43,79,3.5,14.3,5.6,-0.9,4.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,27,Monte Santiago,,Texas,MLB,MLB,10/20/2027,26,USA,6' 2',200 lbs,Left,Left,3.5 Stars,3.5 Stars,55,74,50,60,48,43,57,44,44,44,38,34,82,60,53,69,52,46,67,7,Groundball,Pull,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,85-87,85-87,3/4,GB'er,1,1,9,11,6,25,23,30,4,74,61,54,59,70,80,80,630,566,.247,.319,.458,86.9,.332,.777,.287,3.35,86,3.2,10.8,2.3,0.6,2.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,30,Lorenzo Uribe,,Pittsburgh,MLB,MLB,02/05/2028,26,MEX,6' 3',205 lbs,Left,Right,3.5 Stars,3.5 Stars,63,62,43,56,63,61,45,40,34,35,38,37,73,81,46,68,81,78,44,6,Groundball,Normal,Normal,1,1,1,13,1,1,1,1,13,1,1,1,1,13,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,3/4,Normal,1,5,1,1,1,32,33,28,29,27,22,18,21,32,44,47,561,485,.320,.401,.540,103.1,.398,.941,.346,3.73,107,3.5,41.0,-2.6,-2.5,-5.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,63,Kyle Whisnant,,St. Louis,MLB,MLB,03/04/2026,28,USA,6' 5',200 lbs,Switch,Right,3.5 Stars,4.0 Stars,60,66,88,59,47,54,83,78,97,93,63,62,61,56,85,52,43,51,42,7,Line Drive,Normal,Spray,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,89-91,3/4,GB'er,1,6,4,12,12,57,53,46,65,16,22,18,73,36,31,12,623,563,.291,.356,.515,105.2,.367,.871,.339,3.58,103,3.7,29.5,-1.3,-0.8,-2.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
SS,34,Jorge Chavez,,Kansas City,MLB,MLB,11/30/2026,27,DOM,6' 1',190 lbs,Switch,Right,3.5 Stars,4.0 Stars,79,76,68,36,49,70,59,54,56,28,44,49,82,87,74,38,51,81,52,2,Line Drive,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,86-88,86-88,3/4,Normal,1,1,1,3,2,67,28,64,65,14,35,47,34,16,4,6,614,551,.292,.358,.446,89.8,.345,.805,.320,2.15,90,5.4,15.5,0.0,1.2,1.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,43,Orlando Espino,,Chicago,MLB,MLB,07/09/2029,25,COL,6' 4',205 lbs,Right,Right,3.5 Stars,3.5 Stars,54,64,50,58,46,46,77,68,56,81,56,56,61,50,48,52,43,43,25,3,Line Drive,Spray,Spray,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,90-92,3/4,Normal,1,5,5,1,4,30,24,22,19,82,79,32,86,64,71,88,606,539,.234,.312,.417,74.0,.315,.729,.282,0.74,74,3.6,-0.5,2.5,1.3,3.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,27,Tyler Kaiser,,Atlanta,MLB,MLB,05/07/2027,27,USA,6' 1',200 lbs,Right,Right,3.5 Stars,4.0 Stars,61,62,66,48,50,59,69,70,75,54,58,63,60,59,63,46,48,57,90,76,Line Drive,Normal,Normal,1,1,1,9,1,1,1,1,9,1,1,1,1,9,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,89-91,91-93,3/4,Normal,1,1,3,1,2,8,6,20,1,71,53,50,81,68,79,88,663,596,.273,.342,.423,94.1,.331,.765,.310,1.85,90,3.8,12.0,4.6,3.2,7.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,19,Ji-hu Kim,,St. Louis,MLB,MLB,11/13/2031,22,KOR,6' 0',185 lbs,Switch,Right,3.5 Stars,4.0 Stars,45,59,73,90,58,33,67,49,78,100,75,38,57,44,70,86,55,31,46,8,Line Drive,Pull,Pull,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,87-89,OTT,Normal,1,1,1,4,4,28,23,41,17,71,50,66,82,77,74,94,702,621,.245,.329,.510,111.2,.351,.840,.303,3.88,107,4.4,24.1,2.4,1.9,4.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,31,Cesar Aguayo,,New York,MLB,MLB,07/01/2020,34,DOM,6' 3',200 lbs,Switch,Left,3.5 Stars,3.5 Stars,51,47,53,58,87,59,40,41,45,42,62,42,49,57,57,66,97,68,17,2,Line Drive,Spray,Pull,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,85-87,85-87,3/4,Normal,1,4,3,2,3,33,27,29,25,11,27,10,35,14,3,29,635,542,.280,.375,.498,105.5,.370,.873,.317,3.85,106,3.5,29.9,-2.0,-1.5,-3.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,5,Arturo Alvarez,,Indianapolis,MLB,MLB,11/04/2027,26,DOM,6' 0',195 lbs,Right,Right,3.5 Stars,3.5 Stars,50,52,72,67,46,48,59,56,87,81,48,52,50,48,66,62,46,47,31,5,Flyball,Normal,Normal,1,1,1,14,1,1,1,1,14,1,1,1,1,14,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,80-83,80-83,SIDE,Normal,1,1,1,1,1,48,48,61,38,36,32,38,84,68,78,99,614,539,.249,.334,.451,89.3,.335,.785,.288,3.31,85,4.6,19.3,6.4,3.2,9.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,23,Jordan Arguello,,Toronto,MLB,MLB,10/21/2026,27,COL,6' 1',200 lbs,Right,Right,3.5 Stars,4.0 Stars,58,55,51,54,51,61,61,77,57,71,64,86,53,54,50,50,48,56,51,7,Line Drive,Normal,Pull,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,85-87,85-87,SIDE,Normal,1,5,2,2,2,14,20,31,16,68,73,38,76,47,71,78,662,602,.276,.338,.465,98.6,.344,.803,.313,2.08,97,3.1,19.2,2.3,2.0,4.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,31,Eddie Castro,,Washington,MLB,MLB,06/16/2029,25,VEN,6' 2',195 lbs,Right,Right,3.5 Stars,3.5 Stars,54,49,50,76,47,61,52,63,55,98,54,80,48,51,49,69,45,57,16,5,Flyball,Normal,Spray,1,11,1,2,13,1,11,1,2,13,1,11,1,2,13,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,83-85,83-85,3/4,GB'er,1,5,3,2,3,38,36,57,33,24,40,23,21,26,23,27,647,572,.290,.363,.481,101.6,.356,.844,.324,3.08,101,2.5,24.9,-1.3,-4.3,-5.7,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,49,Hui-ying Chai,,Atlanta,MLB,MLB,03/14/2026,28,TPE,6' 1',215 lbs,Right,Left,3.5 Stars,3.5 Stars,43,44,53,90,76,43,46,47,59,100,87,48,43,41,52,86,71,41,31,11,Flyball,Pull,Pull,1,6,1,13,3,1,6,1,13,3,1,6,1,13,3,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,88-90,3/4,Normal,3,1,2,3,4,30,28,57,3,50,65,75,23,5,4,1,645,550,.264,.363,.493,101.8,.363,.856,.310,3.66,105,2.8,28.6,-1.8,-2.6,-4.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
C,27,Marcos Lago,,Chicago,MLB,MLB,06/03/2030,24,DOM,6' 2',185 lbs,Switch,Right,3.5 Stars,3.5 Stars,50,47,46,51,44,53,41,40,40,39,34,40,50,54,48,58,47,60,21,3,Normal,Normal,Normal,1,1,1,8,1,1,1,1,8,1,1,1,1,8,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,88-90,88-90,3/4,Normal,1,1,79,64,72,22,24,50,22,43,40,49,9,19,28,37,320,289,.304,.366,.512,50.4,.375,.878,.312,0.48,55,3.1,15.6,-0.1,0.1,0.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,6,Luis Lobato,,Colorado,MLB,MLB,09/11/2025,29,DOM,6' 2',200 lbs,Right,Right,3.5 Stars,3.5 Stars,59,46,54,50,50,82,50,69,60,62,63,95,45,57,52,47,48,77,47,1,Normal,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,89-91,3/4,Normal,1,1,3,1,4,68,55,64,65,30,32,44,69,38,33,65,655,587,.291,.362,.497,107.2,.366,.859,.295,1.99,108,5.4,20.0,-0.8,-1.5,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
RF,37,Mike Lundholm,,San Diego,MLB,MLB,10/20/2027,26,USA,6' 4',205 lbs,Left,Left,3.5 Stars,3.5 Stars,47,49,67,74,47,46,43,39,59,57,37,37,51,50,70,80,51,49,47,46,Flyball,Pull,Spray,1,1,1,15,1,1,1,1,15,1,1,1,1,15,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,84-86,84-86,3/4,Normal,1,6,3,1,3,61,44,72,6,76,57,58,68,51,67,74,578,516,.234,.306,.448,75.8,.320,.754,.275,0.77,73,3.1,6.8,3.2,-1.3,1.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,26,Enrique Marin,,San Diego,MLB,MLB,11/22/2027,26,DOM,5' 11',190 lbs,Right,Right,3.5 Stars,3.5 Stars,62,48,51,63,43,87,55,83,60,100,56,100,46,58,49,55,39,80,32,4,Normal,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,83-85,83-85,3/4,Normal,1,2,2,1,1,35,74,36,58,38,29,39,44,49,63,84,585,531,.284,.332,.505,88.6,.349,.836,.284,2.15,88,2.8,20.8,-0.4,1.3,0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,9,Francisco Martinez,,Cleveland,MLB,MLB,05/09/2018,36,DOM,6' 2',200 lbs,Switch,Right,3.5 Stars,3.5 Stars,47,51,53,52,87,44,43,38,45,39,50,33,55,50,57,58,100,47,51,56,Line Drive,Normal,Spray,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,87-89,87-89,SIDE,Normal,1,9,5,2,1,6,1,28,1,64,31,75,67,76,71,78,603,514,.263,.365,.482,100.6,.360,.847,.322,3.14,96,5.0,23.4,5.4,4.5,9.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,25,Pete Matthiesen,,Miami,MLB,MLB,02/02/2028,26,USA,6' 0',190 lbs,Switch,Right,3.5 Stars,4.0 Stars,76,63,58,45,62,80,75,90,65,53,87,93,60,70,56,42,56,74,58,5,Line Drive,Spray,Normal,1,1,1,10,1,1,1,1,10,1,1,1,1,10,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,80-83,80-83,3/4,Normal,1,4,1,2,1,14,9,29,5,45,52,57,42,39,54,40,387,341,.276,.357,.399,48.1,.332,.755,.312,1.43,53,1.1,6.5,-1.2,-0.6,-1.8,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
LF,21,Carlos Rivas,,Milwaukee,MLB,MLB,12/31/2028,25,DOM,6' 0',200 lbs,Left,Left,3.5 Stars,3.5 Stars,54,52,48,64,56,56,43,40,41,42,45,39,57,61,51,79,61,63,30,2,Normal,Normal,Normal,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,4,4,5,7,10,15,11,4,45,49,41,77,56,72,70,142,125,.264,.352,.480,22.6,.358,.832,.284,0.71,22,0.8,5.8,1.1,0.3,1.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,2,Nate Sheriff,,Boston,MLB,MLB,07/24/2031,23,USA,6' 2',200 lbs,Switch,Right,3.5 Stars,5.0 Stars,64,60,60,51,71,65,69,86,63,64,98,91,58,59,59,48,63,59,38,2,Line Drive,Normal,Normal,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,89-91,89-91,3/4,Normal,1,1,4,1,4,14,10,15,6,71,50,42,80,52,47,55,375,337,.276,.347,.481,58.0,.350,.827,.323,0.60,57,1.9,9.3,-0.1,-0.9,-1.0,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,50,Brad Smart,,Boston,MLB,MLB,11/04/2023,30,USA,6' 3',200 lbs,Right,Right,3.5 Stars,3.5 Stars,56,60,53,55,47,51,65,62,57,63,49,58,59,53,52,53,46,49,57,8,Line Drive,Pull,Normal,1,1,1,19,1,1,1,1,19,1,1,1,1,19,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,88-90,88-90,3/4,Normal,1,4,2,2,3,69,58,71,65,28,31,37,73,71,73,93,629,571,.238,.304,.417,78.3,.309,.720,.293,0.23,74,3.8,-5.8,7.3,3.8,11.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,44,Eric Vough,,Pittsburgh,MLB,MLB,05/27/2028,26,USA,6' 4',200 lbs,Left,Left,3.5 Stars,3.5 Stars,57,60,61,45,45,53,46,41,46,30,31,36,68,67,69,50,50,61,25,10,Line Drive,Normal,Normal,1,1,1,12,1,1,1,1,12,1,1,1,1,12,1,-,-,-,-,-,-,-,-,-,-,-,-,0,EX FB,87-89,89-91,3/4,Normal,1,1,3,4,2,51,45,48,4,84,54,82,73,33,14,75,560,511,.290,.348,.442,81.0,.339,.790,.355,2.57,80,5.1,13.8,-1.8,3.2,1.5,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,19,Jake Ayala,,New York,MLB,MLB,01/13/2026,28,USA,5' 10',200 lbs,Right,Right,3.5 Stars,4.0 Stars,57,54,67,62,50,60,61,76,81,89,64,85,52,52,63,56,47,54,27,3,Line Drive,Normal,Normal,1,4,1,10,2,1,4,1,10,2,1,4,1,10,2,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,86-88,86-88,3/4,GB'er,1,9,1,1,3,30,48,64,30,20,32,46,27,35,41,58,319,286,.283,.351,.510,48.5,.366,.862,.319,0.82,52,2.0,14.2,-0.6,1.3,0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,67,Melvin Becerra,,San Francisco,MLB,MLB,09/16/2028,26,VEN,6' 2',205 lbs,Right,Right,3.5 Stars,3.5 Stars,68,59,59,53,64,76,69,94,69,72,94,100,56,61,56,49,57,65,55,6,Normal,Spray,Spray,1,9,1,7,10,1,9,1,7,10,1,9,1,7,10,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,85-87,85-87,SIDE,Normal,1,1,2,1,1,21,27,15,28,3,4,1,20,29,36,31,597,531,.279,.345,.412,77.4,.329,.757,.309,1.28,80,1.5,12.8,-1.7,-1.4,-3.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,17,Matt Burlison,,Milwaukee,MLB,MLB,09/08/2026,28,USA,6' 2',205 lbs,Right,Right,3.5 Stars,3.5 Stars,58,58,51,45,57,56,68,79,59,56,81,80,56,53,50,43,51,51,24,7,Line Drive,Pull,Normal,1,1,1,6,1,1,1,1,6,1,1,1,1,6,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,87-89,3/4,GB'er,1,13,1,1,5,57,67,97,30,59,51,72,71,56,61,87,660,585,.270,.345,.421,87.9,.333,.766,.316,2.39,90,4.2,12.7,-0.6,-0.0,-0.6,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
CF,16,Nate Chwalek,,San Francisco,MLB,MLB,02/05/2019,35,USA,6' 4',205 lbs,Left,Right,3.5 Stars,3.5 Stars,53,48,94,49,87,62,43,44,73,40,76,47,49,58,100,52,91,71,11,3,Line Drive,Normal,Normal,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,89-91,89-91,SIDE,Normal,1,2,10,7,11,19,6,30,6,70,49,47,60,50,59,72,585,501,.222,.333,.373,69.7,.313,.707,.258,1.88,71,2.2,4.6,2.5,-0.1,2.4,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,8,Jonathan Kelly,,Texas,MLB,MLB,11/30/2019,34,USA,6' 1',195 lbs,Switch,Right,3.5 Stars,3.5 Stars,59,61,44,49,57,54,51,46,40,40,48,42,67,66,46,54,60,60,90,2,Line Drive,Normal,Normal,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,84-86,84-86,3/4,GB'er,1,5,2,1,2,57,54,45,52,42,35,36,47,43,29,70,614,547,.287,.363,.431,89.2,.345,.795,.338,1.40,91,3.3,18.2,-1.7,0.8,-0.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
1B,28,Bryan Macgregor,,Los Angeles,MLB,MLB,08/03/2029,25,ARU,6' 2',205 lbs,Right,Right,3.5 Stars,3.5 Stars,55,49,47,70,42,62,54,70,50,98,45,88,48,51,46,61,41,57,73,64,Normal,Normal,Normal,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,86-88,86-88,SIDE,Normal,1,5,1,1,1,51,36,47,33,23,38,53,71,47,43,45,455,422,.275,.319,.536,70.4,.357,.854,.268,1.84,71,2.5,17.5,-1.4,-0.8,-2.3,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
3B,33,Jules Monti,,Detroit,MLB,MLB,08/25/2029,25,VEN,6' 5',200 lbs,Left,Right,3.5 Stars,3.5 Stars,83,81,42,36,45,74,54,52,35,22,30,51,93,94,45,39,49,84,48,2,Line Drive,Normal,Spray,1,1,1,11,1,1,1,1,11,1,1,1,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,0,FB,80-83,80-83,3/4,Normal,1,5,3,1,2,65,59,76,54,46,47,57,46,39,46,35,412,369,.309,.381,.428,61.3,.351,.809,.354,0.83,63,2.8,14.9,-1.1,-6.0,-7.1,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,65,Steve Mosier,,Jacksonville,MLB,MLB,05/25/2023,31,USA,6' 4',200 lbs,Left,Right,3.5 Stars,3.5 Stars,51,50,43,57,52,54,40,37,35,37,41,36,55,59,46,69,57,63,54,9,Normal,Normal,Pull,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,0,GB,87-89,87-89,3/4,GB'er,1,2,1,5,4,63,61,59,51,46,34,45,71,53,74,100,556,508,.297,.349,.510,94.9,.360,.859,.322,3.10,88,5.6,30.8,4.4,0.5,4.9,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
2B,33,Eddie Sanchez,,San Francisco,MLB,MLB,12/22/2026,27,DOM,6' 0',200 lbs,Right,Right,3.5 Stars,3.5 Stars,56,51,58,56,56,61,56,68,63,70,61,80,50,53,56,52,55,57,62,2,Normal,Normal,Normal,1,1,1,3,1,1,1,1,3,1,1,1,1,3,1,-,-,-,-,-,-,-,-,-,-,-,-,0,NEU,87-89,89-91,3/4,Normal,1,1,1,4,4,56,44,38,53,50,37,39,84,62,70,86,514,469,.260,.325,.450,70.6,.332,.775,.283,2.50,70,2.8,12.1,2.0,2.2,4.2,0,0,0.0,0,0.00,0.00,0.0,0.0,0.0,0.00
